	id	priceLabel	name	brandId	brandName	imageLink	desc	vendor	print	material
15	381436886	59.5	Cotton tie in buffalo check	284	J.Crew	http://bim.shopstyle.com/pim/3a/b5/3ab5609e684bfaf7e4bc671da89bf8ce_best.jpg	"If you have to wear a tie, wear a good one. Like this one made in a tried-and-true buffalo check. <ul> <li>2 1/2"" at widest point.</li> <li>Cotton.</li> <li>USA.</li> </ul>"	J.Crew	unknown	unknown
16	462401617	195.0	BURBERRY LONDON Tie	870	Burberry	http://bim.shopstyle.com/pim/7e/44/7e445b48c19f24fc69e4a0ce7617b301_best.jpg	<ul> <li>Jacquard</li> <li>Multicolor Pattern</li> <li>Lined interior</li> <li>Composition: 100% Silk</li> <li>Measurements: Height: 2.3 Inches</li> </ul>	thecorner.com	unknown	unknown
17	461789522	95.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/05/b7/05b7cfddb75fceed72686700ee4b702f_best.jpg	Men's blue and multicolor Hermès woven printed silk tie with flower and bird design throughout.	TheRealReal	_print	_silk
18	460964005	136.17	Burberry London 'Nova check' tie	870	Burberry	http://bim.shopstyle.com/pim/fc/f7/fcf7a53155885bf45d3bd989a8b8556f_best.jpg	Grey silk 'Nova check' tie from Burberry London.	farfetch.com	unknown	_silk
19	460362473	190.0	Salvatore Ferragamo Silk Hippo-Print Tie, Blue	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/07/f6/07f613d3535fc0f56cb2f0309a1d8408_best.jpg	<ul><li>Salvatore Ferragamo hippo-print tie.</li><li>Silk.</li><li>Made in Italy. </li></ul>	Neiman Marcus	_print	unknown
20	436980661	90.2	Salvatore Ferragamo Vintage patterned tie	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/5f/02/5f02e1702db96082f3300cf3d9b5fb90_best.jpg	Brick red silk tie from Salvatore Ferragamo featuring a multicoloured fantasy pattern. Please note that vintage items are not new and therefore might have minor imperfections.	farfetch.com	unknown	_silk
21	462481352	75.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/e6/44/e644ebdd2f42a536e2461f72d4bd0e3c_best.jpg	Men's light blue, grey and ice blue Hermès silk necktie with chain motif.	TheRealReal	unknown	_silk
22	464131459	95.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/35/f2/35f2f2c72c6c1718ea251ed60e6aab2e_best.jpg	Men's green, plum and brown Hermès silk tie with rabbit motif.	TheRealReal	unknown	_silk
23	441469290	210.68	Lanvin bow tie	1487	Lanvin	http://bim.shopstyle.com/pim/53/41/53412e4012e612a6a27bbdb51601acf6_best.jpg	Black silk bow tie from Lanvin featuring a ready-tied bow.	farfetch.com	unknown	_silk
24	445375456	133.94	Burberry London patterned tie	870	Burberry	http://bim.shopstyle.com/pim/1a/24/1a248b744665407d796f67ae801dc89f_best.jpg	Black silk patterned tie from Burberry London featuring a pointed tip and a polka dot print.	farfetch.com	_print	_silk
25	458283742	190.0	Salvatore Ferragamo Jungle-Print Silk Tie, Navy	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/67/ba/67ba5441b61151726c601863d317aef1_best.jpg	"<ul><li>Salvatore Ferragamo tie with cartoon jungle-animal motif.</li><li>3"" at widest.</li><li>Silk.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	unknown
26	462940688	59.5	Sean John Velvet Tie	514	Sean John	http://bim.shopstyle.com/pim/c6/df/c6df6396a35b94abe41f164fb4dd17c2_best.jpg	Perfect your date night style with this luxe velvet tie from Sean John. <ul> <li>Polyester</li> <li>Dry clean</li> <li>Imported</li> <li>Sean John velvet tie</li> <li>3 1/4'' wide</li> </ul>	Macy's	unknown	unknown
27	440211926	275.0	Ermenegildo Zegna Quindici Paisley-Print Silk Tie, Brown	1139	Ermenegildo Zegna	http://bim.shopstyle.com/pim/3d/92/3d925ac0f8182c5d7c04dec8ccd5eaf7_best.jpg	"<ul><li>Printed silk.</li><li>The tail end of a Quindici tie features its hallmark: the actual screen rotation used to finish each and every design.</li><li>3 1/2"" at widest.</li><li>Dry clean.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	_silk
28	453573290	174.0	Gucci Signature GG jacquard silk tie	1242	Gucci	http://bim.shopstyle.com/pim/1b/3d/1b3d1973841ae658fa38ca4ed87af567_best.jpg	<ul><li>Charcoal-grey, dark-brown, black and beige GG-jacquard, silk</li><li>Dark-brown GG-jacquard lining </li><li>100% silk.</li><li>Dry clean</li><li>Country of Origin: Italy</li></ul>	MATCHESFASHION.COM	unknown	_silk
29	461789622	95.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/c6/9e/c69eee154a07f032c3bcc33b44c8f085_best.jpg	Men's red and multicolor Hermès silk printed tie with logo at end.	TheRealReal	_print	_silk
30	461954485	75.0	Salvatore Ferragamo Tie	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/8d/09/8d097358e2e23849776f5c7c7e66e3f3_best.jpg	Men's Salvatore Ferragamo silk necktie with bubble fish motif.	TheRealReal	unknown	_silk
31	449957019	133.94	Burberry London polka dot tie	870	Burberry	http://bim.shopstyle.com/pim/ec/66/ec66d025427dad956ee84cc5adb61abf_best.jpg	White silk tie from Burberry London featuring a pointed tip and a white polka dot embellishment.	farfetch.com	_polkadot	_silk
32	461377423	161.0	Burberry London Wide-stripe silk tie	870	Burberry	http://bim.shopstyle.com/pim/ea/5f/ea5f79e3808d30035e46265765485376_best.jpg	<ul><li>Navy, teal-blue and burgundy wide diagonal stripes, silk</li><li>Cornflower-blue embroidered logo</li><li>100% silk. </li><li>Dry clean </li><li>Country of origin: UK</li></ul>	MATCHESFASHION.COM	_striped	_silk
33	459136615	230.0	Brioni Scarf Paisley Silk Tie	859	Brioni	http://bim.shopstyle.com/pim/2c/02/2c0296b5cfb325d61c6188de217d25ca_best.jpg	<ul><li>Brioni printed silk paisley tie.</li><li>Made in Italy.</li></ul>	Neiman Marcus	_print	_silk
34	453636775	180.0	Alexander McQueen Black Skull & Polka Dot Bow-Tie	689	Alexander McQueen	http://bim.shopstyle.com/pim/38/76/3876e721ae7245501622cbeb16f3f291_best.jpg	"Adjustable pre-tied silk bow-tie in black. Pin-dot and signature skull prints throughout in light grey. Hook-eye closure at back. Tonal stitching. Approx. 15"" length. 100% silk. Made in Italy"	SSENSE	_print	_silk
35	452870181	700.0	Stefano Ricci Pleated Crystal Silk Tie, Red	3297	Stefano Ricci	http://bim.shopstyle.com/pim/2a/31/2a3183fdaf2f77160f1fcda89a3c0577_best.jpg	"<ul><li>Stefano Ricci pleated tie.</li><li>Silk with Swarovski® crystals.</li><li>3 1/2"" at widest.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	unknown
36	452440837	185.0	Thom Browne Navy & Red Jacquard Bear Tie	25337	Thom Browne	http://bim.shopstyle.com/pim/d4/ea/d4eaf2919e4f947b3daffdb46d495563_best.jpg	"Silk tie in navy blue. Check effect throughout in white and periwinkle blue. Jacquard bear features in red gingham pattern throughout. Tonal stitching. Approx. 54"" length, 2.5"" width. 100% silk. Made in United States"	SSENSE	unknown	_silk
37	436980112	90.2	Salvatore Ferragamo Vintage textured tie	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/b1/70/b170bdc8fd10a806f595a34252768e80_best.jpg	Red silk tie from Salvatore Ferragamo featuring a geometric texture. Please note that vintage items are not new and therefore might have minor imperfections.	farfetch.com	unknown	_silk
38	462309825	105.01	Hermès Vintage logo print tie	1274	Hermes	http://bim.shopstyle.com/pim/02/9f/029f9cee5fda030144af5b4aa07a1012_best.jpg	Black and white silk logo print tie from Hermès Vintage circa 1990 featuring a pointed tip and a logo tag at the rear. Please note that vintage items are not new and therefore might have minor imperfections.	farfetch.com	_print	_silk
39	436981231	90.2	Salvatore Ferragamo Vintage patterned tie	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/f6/c4/f6c4cb7ce823965580e7baec7cc933e2_best.jpg	Navy blue silk tie from Salvatore Ferragamo featuring a red and yellow geometrical pattern. Please note that vintage items are not new and therefore might have minor imperfections.	farfetch.com	unknown	_silk
40	461789609	95.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/41/ec/41ec2b1cc78f16fe0a09b400b4ca0499_best.jpg	Men's red and multicolor Hermès silk tie with paisley print.	TheRealReal	_print	_silk
41	461793076	95.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/40/b7/40b7531eba0c548219cfe954e452b3a2_best.jpg	Men's steel blue, aqua and multicolor Hermès silk necktie with fish motif.	TheRealReal	unknown	_silk
42	458360440	150.02	Gucci printed tie	1242	Gucci	http://bim.shopstyle.com/pim/6b/c6/6bc6249f438d9e8af298bfebb425e879_best.jpg	Blue silk printed tie from Gucci featuring branded rear patch and a printed logo to the rear.	farfetch.com	_print	_silk
43	462379466	275.0	Ermenegildo Zegna Quindici Paisley-Print Silk Tie, Turquoise	1139	Ermenegildo Zegna	http://bim.shopstyle.com/pim/60/8c/608c06cff416e687a10b4b216a754cde_best.jpg	"<ul><li>Printed silk.</li><li>The tail end of a Quindici tie features its hallmark: the actual screen rotation used to finish each and every design.</li><li>3 1/2"" at widest.</li><li>Dry clean.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	_silk
44	461445766	230.0	Brioni Woven Iridescent Microneat Tie, Blue	859	Brioni	http://bim.shopstyle.com/pim/fe/4e/fe4ead8877c1aa92f556b3c8338db6e7_best.jpg	"<ul><li>Brioni blue silk tie with woven iridescent microneat pattern.</li><li>Approx. 3""W.</li><li>Made in Italy. </li></ul>"	Neiman Marcus	unknown	_silk
45	452870105	400.0	Stefano Ricci SwarovskiÂ® Crystal Silk Tie, Black	3297	Stefano Ricci	http://bim.shopstyle.com/pim/04/81/0481d2e0b2e1286037b2319e55c70304_best.jpg	"<ul><li>Stefano Ricci tie.</li><li>Silk with Swarovski® crystals.</li><li>3 1/2"" at widest.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	unknown
46	452869892	700.0	Stefano Ricci Crystal Silk Tie, Black	3297	Stefano Ricci	http://bim.shopstyle.com/pim/77/42/77423d579214103acb4c89828c31d697_best.jpg	"<ul><li>Stefano Ricci woven tie.</li><li>Silk with Swarovski® crystals.</li><li>3 1/2"" at widest.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	unknown
47	462136253	190.0	Salvatore Ferragamo Elephant-Print Silk Tie, Red	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/8c/5e/8c5e1ba58d5a46b8b9df273dcccdca1b_best.jpg	"<ul><li>Salvatore Ferragamo tie with elephant brocade. </li><li>3"" at widest. </li><li>Silk. </li><li>Made in Italy. </li></ul>"	Neiman Marcus	unknown	unknown
48	443315470	190.0	Salvatore Ferragamo Whale-Print Silk Tie, Magenta	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/ef/4b/ef4b3067dbd9d315f9eec453d43d7fb8_best.jpg	"<ul><li>Woven tie with whale brocade. </li><li>3 1/2"" at widest. </li><li>Silk. </li><li>Made in Italy. </li></ul>"	Neiman Marcus	unknown	unknown
49	215095525	65.0	English silk tie in mercury grey stripe	284	J.Crew	http://bim.shopstyle.com/pim/38/10/38101601a24abc150874838f0e92b56f_best.jpg	"Sometimes you want to wear a tie even when you don't have to. This one is made from English silk and sports a classic stripe (there's a reason stripes never go out of style). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>"	J.Crew	_striped	_silk
50	296146625	72.5	Extra-long Italian wool tie in medium grey	284	J.Crew	http://bim.shopstyle.com/pim/5d/ee/5dee69e53c0c927c23644b752e5655b8_best.jpg	"Sometimes you want to wear a tie even when you don't have to. This one is made from Italian wool (it's the same wool we use in our men's suiting collection) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>For the taller guy, this tie is 62"" long—that's 5"" longer than our standard ties.</li> <li>Italian wool.</li> <li>USA.</li> <li>Online only.</li> </ul>"	J.Crew	unknown	_wool
51	464400347	195.0	Alexander McQueen Floral-Print Silk Tie, Black/Multi	689	Alexander McQueen	http://bim.shopstyle.com/pim/62/1f/621fde38aa1927575352ead24367c0f7_best.jpg	<ul><li>Alexander McQueen floral-print tie. </li><li>Silk. </li><li>Made in Italy. </li></ul>	Neiman Marcus	_print	unknown
52	463500474	15.0	The Tie Bar 'Grenafaux' Silk Tie	30134	The Tie Bar	http://bim.shopstyle.com/pim/20/d7/20d732de236a5d844b9bb3fda5675fda_best.jpg	"Fine Churchill dots mark a well-textured tie cut from pure silk. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By The Tie Bar; imported.</li> <li>Men's Furnishings.</li> </ul>"	Nordstrom	unknown	_silk
53	461789733	75.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/74/b2/74b27cb34e3311be86ff76fe60d90c4a_best.jpg	Men's yellow and multicolor Hermès silk printed tie with logo at end.	TheRealReal	_print	_silk
54	462481298	95.0	Gucci Tie	1242	Gucci	http://bim.shopstyle.com/pim/c8/e0/c8e022939aa0881b659ce576c5484392_best.jpg	Men's navy, cobalt and multicolor Gucci silk necktie with geometric print and G logo throughout.	TheRealReal	_print	_silk
55	449857254	162.61	Brioni patterned tie	859	Brioni	http://bim.shopstyle.com/pim/64/de/64de36225e826626607fd1f28732e681_best.jpg	Red and black silk patterned tie from Brioni featuring a pointed tip and an internal logo patch.	farfetch.com	unknown	_silk
56	444127831	124.19	Hermès Vintage patterned tie	1274	Hermes	http://bim.shopstyle.com/pim/0f/a9/0fa91d6380954b9e7ed04d2f64f80588_best.jpg	Blue silk patterned tie from Hermès Vintage featuring a pointed tip and a printed logo. Please note that vintage items are not new and therefore might have minor imperfections. This item fits true to size.	farfetch.com	_print	_silk
57	458508060	133.94	Burberry London 'Nova check' pointed tip tie	870	Burberry	http://bim.shopstyle.com/pim/c7/c5/c7c5c5381141d87a5ae20e15143944d8_best.jpg	Grey silk 'Nova check' pointed tip tie from Burberry.	farfetch.com	unknown	_silk
58	465067969	133.94	Burberry London pip pattern tie	870	Burberry	http://bim.shopstyle.com/pim/21/28/212892b6ea645a27a57d702a14cbcac7_best.jpg	Grey silk pip pattern tie from Burberry London.	farfetch.com	unknown	_silk
59	451035463	161.0	Alexander McQueen Polka-dot silk tie	689	Alexander McQueen	http://bim.shopstyle.com/pim/17/72/177276fa87356e92229ffd071167ffa5_best.jpg	<ul><li>Blue and white, polka-dot jacquard, silk</li><li>Small red jacquard skull</li><li>100% silk.</li><li>Dry clean</li></ul>	MATCHESFASHION.COM	unknown	_silk
60	461445763	230.0	Brioni Woven Micro Basket Dot Tie, Red/Blue	859	Brioni	http://bim.shopstyle.com/pim/18/f9/18f90030dcfb28e0122601a30ab63647_best.jpg	"<ul><li>Brioni red and blue silk tie with micro basket dot pattern.</li><li>Approx. 3""W.</li><li>Made in Italy. </li></ul>"	Neiman Marcus	unknown	_silk
61	458283774	190.0	Salvatore Ferragamo Seal-Print Silk Tie, Yellow	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/62/18/62188c8a80cee40bbcb906092bc0aefd_best.jpg	"<ul><li>Salvatore Ferragamo tie with seal motif.</li><li>3"" at widest.</li><li>Silk.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	unknown
62	424378959	200.0	GG pattern tie.	1242	Gucci	http://bim.shopstyle.com/pim/71/89/718903d184ac4efa4a15a27fcc967d38_best.jpg	"<ul> <li>black with black GG</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>"	Gucci	unknown	_silk
63	170153664	55.0	English silk bow tie in pindot	284	J.Crew	http://bim.shopstyle.com/pim/30/47/30471a7b5e938a148b0ab96aa19cd6da_best.jpg	"A bow tie is a classic way to set yourself apart from the crowd. Plus, it won't dangle in your soup. This one made from English silk sports a classic dot (aka the outlandish print for super-conservative guys). <ul> <li>2 1/8"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>"	J.Crew	_print	_silk
64	207904900	69.5	Italian wool tie in medium grey	284	J.Crew	http://bim.shopstyle.com/pim/5d/ee/5dee69e53c0c927c23644b752e5655b8_best.jpg	"Sometimes you want to wear a tie even when you don't have to. This one is made from Italian wool (it's the same wool we use in our men's suiting collection) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian wool.</li> <li>USA.</li> </ul>"	J.Crew	unknown	_wool
65	453636745	195.0	Alexander McQueen Charcoal & Red Bias Skull Tie	689	Alexander McQueen	http://bim.shopstyle.com/pim/2e/89/2e8992cbb6b9c9da1402e423d37d7843_best.jpg	"Woven tie in charcoal grey. Stripe and signature skull pattern throughout in red. Tonal stitching. Approx. 56"" length, 3.5"" width. 58% cotton, 42% silk. Made in Italy"	SSENSE	unknown	_cotton
66	253510404	165.0	Burberry London 'Regent' Woven Silk Tie	870	Burberry	http://bim.shopstyle.com/pim/e4/8e/e48e1f66b2b59b4813d099abca63db11_best.jpg	"A modern check design patterns an Italian-crafted tie. <ul> <li>3 1/2"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in Italy.</li> <li>Men's Furnishings.</li> </ul>"	Nordstrom	unknown	_silk
67	454988084	165.0	Burberry London 'Eaton' Woven Silk Tie	870	Burberry	http://bim.shopstyle.com/pim/f6/e5/f6e538244a99cfc69b9659b07b0b7ab3_best.jpg	"Tonal, signature checks mark a clean-cut tie shaped from pure silk. <ul> <li>3 1/4"" width; 57 1/4"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in England.</li> <li>Men's Designer.</li> </ul>"	Nordstrom	unknown	_silk
68	442435687	165.0	Burberry London Woven Silk Tie	870	Burberry	http://bim.shopstyle.com/pim/d0/b4/d0b4042f545309956bb78a9b63dea19a_best.jpg	"Textured checks pattern a sharp tie crafted in England from pure silk. <ul> <li>3 1/4"" width; 57 3/4"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry; made in England.</li> <li>Men's Designer.</li> </ul>"	Nordstrom	unknown	_silk
69	462488535	95.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/41/15/411582cc0e1e1685e4adc05adae291c5_best.jpg	Men's orange Hermès silk printed necktie.	TheRealReal	_print	_silk
70	461789613	75.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/3c/9f/3c9ffcd92a6004671539ac2f588bbd6d_best.jpg	Men's burgundy and multicolor Hermès silk printed tie with logo at end.	TheRealReal	_print	_silk
71	461789626	75.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/b0/c3/b0c37d4af31d6ed3cd9970f8aff33ffe_best.jpg	Men's red and multicolor Hermès silk tie with night owl motif and logo at end.	TheRealReal	unknown	_silk
72	462482154	95.0	Hermès Tie	1274	Hermes	http://bim.shopstyle.com/pim/5f/1b/5f1bdd93546aaf23596930e05571422a_best.jpg	Men's red and multicolor Hermès silk tie with star motif and logo at end.	TheRealReal	unknown	_silk
73	439525890	165.0	Burberry London Woven Silk Tie	870	Burberry	http://bim.shopstyle.com/pim/de/90/de90549a0392087c11113e0c8c6177da_best.jpg	"Sharp tonal checks mark a clean-cut tie shaped from pure silk. <ul> <li>2 3/4"" width; 56"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in Italy.</li> <li>Men's Designer.</li> </ul>"	Nordstrom	unknown	_silk
74	462309743	80.37	Yves Saint Laurent Vintage striped tie	2263	Yves Saint Laurent	http://bim.shopstyle.com/pim/c3/6e/c36e1490d34861f0a0355f7ffafa4ec5_best.jpg	Blue silk striped tie from Yves Saint Laurent Vintage circa 1990. Please note that vintage items are not new and therefore might have minor imperfections.	farfetch.com	_striped	_silk
75	462309754	105.01	Hermès Vintage logo jacquard tie	1274	Hermes	http://bim.shopstyle.com/pim/80/4d/804dec232165d6a14a8e7b8c7813b9ee_best.jpg	Brown silk logo jacquard tie from Hermès Vintage circa 1990 featuring a pointed tip and a logo tag at the rear. Please note that vintage items are not new and therefore might have minor imperfections.	farfetch.com	unknown	_silk
76	445814195	117.87	Burberry London classic pointed tie	870	Burberry	http://bim.shopstyle.com/pim/3c/3e/3c3e0fb4dbcdf8d2aab64710c5fa4d26_best.jpg	Teal cotton-silk blend classic tie from Burberry London featuring a pointed tip and an embroidered logo.	farfetch.com	unknown	_cotton
77	455230161	80.37	Kenzo 'Eye' tie	2498	Kenzo	http://bim.shopstyle.com/pim/55/80/55800686227aa8b82abe57d2395aae15_best.jpg	Blue silk 'Eye' tie from Kenzo featuring a pointed tip and a contrasting white embroidered eye design.	farfetch.com	unknown	_silk
78	455143452	110.0	Kenzo 'Eye' tie	2498	Kenzo	http://bim.shopstyle.com/pim/e6/79/e6798f5cb674f48288d6ed3c4d454043_best.jpg	Black silk 'Eye' tie from Kenzo featuring a pointed tip.	farfetch.com	unknown	_silk
79	462138278	195.0	Ermenegildo Zegna Textured Check & Dot Silk Tie, Light Blue	1139	Ermenegildo Zegna	http://bim.shopstyle.com/pim/de/bd/debdfbd855ee83d72ef863471f8f4990_best.jpg	"<ul><li>Woven Ermenegildo Zegna tie with check and dot brocade. </li><li>3 1/2"" at widest. </li><li>Silk. </li><li>Made in Italy. </li></ul>"	Neiman Marcus	unknown	unknown
80	440949435	275.0	Ermenegildo Zegna Quindici Patchwork-Circle Silk Tie, Green	1139	Ermenegildo Zegna	http://bim.shopstyle.com/pim/ac/62/ac623db818979fc013ecab22fcc8b378_best.jpg	"<ul><li>Printed silk.</li><li>The tail end of a Quindici tie features its hallmark: the actual screen rotation used to finish each and every design.</li><li>3 1/2"" at widest.</li><li>Dry clean.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	unknown	_silk
81	355492358	200.0	Silk Jacquard Tie	1242	Gucci	http://bim.shopstyle.com/pim/93/05/9305e7135a09019ae821dace5f9b941d_best.jpg	"<ul> <li>black</li> <li>handmade</li> <li>100% silk jacquard</li> <li>3.2""""W x 54.6""""L</li> </ul>"	Gucci	unknown	_silk
82	464753836	185.0	7cm Barbed Wire Silk Jacquard Tie	689	Alexander McQueen	http://bim.shopstyle.com/pim/8a/1a/8a1a01d51609853bb21699a40494eebc_best.jpg	<li>Width: 7cm</li> <li>Made in Italy</li>	LUISAVIAROMA	unknown	unknown
83	463662963	75.0	English textured silk tie in moss grey dots	284	J.Crew	http://bim.shopstyle.com/pim/25/5c/255c19e5602ed112d5ff9fb829cabf76_best.jpg	"Sometimes you want to wear a tie even when you don't have to. This one is made from textured English silk with a classic dot pattern-because it's so subtle, it looks handsome with just about everything. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>"	J.Crew	unknown	_silk
84	460096050	190.0	Salvatore Ferragamo Golfing Santa Tie, Blue	1948	Salvatore Ferragamo	http://bim.shopstyle.com/pim/88/ba/88ba55da532b268d8b0f29deaff71610_best.jpg	"<ul><li>Salvatore Ferragamo printed silk tie.</li><li>Approx. 3""W.</li><li>Made in Italy.</li></ul>"	Neiman Marcus	_print	_silk
